StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID41_1,QID41_2,QID41_3,QID41_4,QID41_5,QID41_6,QID41_7,QID41_8,QID41_9,QID41_10,QID41_11,QID45_1,QID45_2,QID45_3,QID45_4,QID45_5,QID45_6,QID45_7,QID45_8,QID45_9,QID45_10,QID45_11,QID42_1,QID42_2,QID42_3,QID42_4,QID42_5,QID42_6,QID42_7,QID42_8,QID42_9,QID42_10,QID42_11,QID44_1,QID44_2,QID44_3,QID44_4,QID44_5,QID44_6,QID44_7,QID44_8,QID44_9,QID44_10,QID44_11,condition,vis,userID,un
3/25/18 12:37,3/25/18 12:39,IP Address,136.33.33.215,100,137,TRUE,3/25/18 12:39,R_1jN6iTkP1tgHkmp,,,,,39.01420593,-94.5951004,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,story,measles,00e9db18-ca3c-4f5d-8df9-866c415e8730,86
3/25/18 12:37,3/25/18 12:40,IP Address,97.120.100.54,100,174,TRUE,3/25/18 12:40,R_31a2nEWgWasL3AN,,,,,45.51460266,-122.5991974,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,all,gun-deaths,19d01a28-34d5-4e7a-b580-55713518cd09,36
3/25/18 12:38,3/25/18 12:40,IP Address,68.4.54.213,100,137,TRUE,3/25/18 12:40,R_AA9fX3gmxWsTx7z,,,,,33.60510254,-117.6439972,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,b4c58cc1-113b-4d95-8f4b-f80b55ce0db5,105
3/25/18 12:36,3/25/18 12:40,IP Address,107.3.190.60,100,226,TRUE,3/25/18 12:40,R_ufYHwOMKn9fGlMJ,,,,,37.769104,-122.4449005,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,79521b65-4673-4002-aec2-74a128448eab,49
3/25/18 12:39,3/25/18 12:40,IP Address,72.241.196.70,100,60,TRUE,3/25/18 12:40,R_2dDVjDi1sDogyii,,,,,41.7059021,-83.63760376,anonymous,EN,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,1c326119-bddd-4bd0-97aa-d6f5cc644509,129
3/25/18 12:34,3/25/18 12:40,IP Address,108.57.48.196,100,361,TRUE,3/25/18 12:40,R_2areLloluFXZDAm,,,,,41.36560059,-75.83959961,anonymous,EN,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,45886d06-048f-4bf4-be32-0ce2010428c8,10
3/25/18 12:39,3/25/18 12:41,IP Address,71.208.5.113,100,89,TRUE,3/25/18 12:41,R_3lVXkqG8pkv0MNu,,,,,26.62539673,-81.62480164,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,story,gun-deaths,7fdf2d22-767c-4ec2-9fa3-fe59e40621c5,126
3/25/18 12:37,3/25/18 12:41,IP Address,73.66.161.6,100,243,TRUE,3/25/18 12:41,R_xlJkG88rokn5Qu5,,,,,38.40879822,-121.3715973,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,story,gun-deaths,beeee6ca-0456-45b9-8ebb-31690eb4eb36,5
3/25/18 12:39,3/25/18 12:41,IP Address,24.225.114.170,100,157,TRUE,3/25/18 12:41,R_12DTCy2rXK6lw0o,,,,,48.76989746,-95.79039764,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,none,gun-deaths,12c6c7ef-83f1-4438-9ead-0043738fe819,80
3/25/18 12:40,3/25/18 12:42,IP Address,100.6.122.229,100,108,TRUE,3/25/18 12:42,R_1F9rFbViSodSZPI,,,,,40.32240295,-80.03549957,anonymous,EN,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,7a936f2d-0a49-4aa0-9cab-65a8f9c76387,130
3/25/18 12:38,3/25/18 12:42,IP Address,38.132.115.209,100,243,TRUE,3/25/18 12:42,R_2uUQDvsbusbWaSQ,,,,,33.64109802,-117.9187012,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,int,gun-deaths,998ff672-3b7e-4412-a4c6-ebe8ed8ef471,54
3/25/18 12:40,3/25/18 12:42,IP Address,117.204.42.107,100,109,TRUE,3/25/18 12:42,R_QagIuatGDWRr6q5,,,,,16.6000061,81.46670532,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,7caa81d3-8042-44ce-a7e5-d1ef1f954241,73
3/25/18 12:33,3/25/18 12:42,IP Address,100.14.129.44,100,507,TRUE,3/25/18 12:42,R_2YRsLiqVNhfSxko,,,,,39.15879822,-75.49410248,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,int,measles,afca91d4-ef70-424b-9eca-e597b5b465f7,30
3/25/18 12:39,3/25/18 12:42,IP Address,68.113.93.117,100,176,TRUE,3/25/18 12:42,R_23768zn9hzikjod,,,,,34.33740234,-86.14959717,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,all,measles,ab6349b0-62e0-48bb-acbd-c85f5501f94f,44
3/25/18 12:39,3/25/18 12:42,IP Address,99.105.111.203,100,194,TRUE,3/25/18 12:42,R_xivTy6zsmp0L0uR,,,,,33.86079407,-118.2564011,anonymous,EN,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,35eba203-2782-45d7-b75e-2ce0608ba961,115
3/25/18 12:35,3/25/18 12:42,IP Address,98.245.66.27,100,416,TRUE,3/25/18 12:42,R_10O9Gz7oPZXSItz,,,,,39.70899963,-105.0910034,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,all,gun-deaths,1b4bf401-92dd-48cb-a769-0e32d6959d95,4
3/25/18 12:41,3/25/18 12:42,IP Address,72.239.184.62,100,87,TRUE,3/25/18 12:42,R_3Hk8GCX9pBgNlwb,,,,,28.60240173,-81.35890198,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,story,measles,7d61e6b1-25de-462b-a4c0-80bf963eb8e9,118
3/25/18 12:40,3/25/18 12:43,IP Address,76.25.129.168,100,224,TRUE,3/25/18 12:43,R_1eElaiFANSx6Ga1,,,,,39.8710022,-104.7843018,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,none,gun-deaths,1e618dc0-b70c-4853-abf9-0af7b68c6832,96
3/25/18 12:37,3/25/18 12:43,IP Address,24.238.197.16,100,417,TRUE,3/25/18 12:43,R_3D1Li8tosFtHUgr,,,,,32.69709778,-96.68569946,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,story,measles,2dcc3943-6ed1-451d-94fc-d06f794e8a99,70
3/25/18 12:42,3/25/18 12:44,IP Address,68.4.250.63,100,87,TRUE,3/25/18 12:44,R_6xQa3gTXm98pwCl,,,,,33.52560425,-117.6190948,anonymous,EN,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,550bf960-7276-4e99-91ab-bc75f7289731,147
3/25/18 12:41,3/25/18 12:44,IP Address,73.26.55.87,100,147,TRUE,3/25/18 12:44,R_3Eby27t2w1WOQke,,,,,34.7743988,-106.7274017,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,all,measles,bd78fc39-402a-4d8f-abe6-eec332da9a56,101
3/25/18 12:38,3/25/18 12:44,IP Address,24.38.162.164,100,367,TRUE,3/25/18 12:44,R_3irGePOTNwrGQ20,,,,,41.67829895,-71.27079773,anonymous,EN,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,91a9dff7-c1d0-485f-b45d-0953b723ee07,100
3/25/18 12:42,3/25/18 12:44,IP Address,72.46.131.114,100,127,TRUE,3/25/18 12:44,R_11gBituTUvkIW2S,,,,,36.17500305,-115.1371994,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,9d15a26f-3aad-4953-8548-1a694196e98d,123
3/25/18 12:44,3/25/18 12:44,IP Address,104.174.21.254,100,26,TRUE,3/25/18 12:44,R_DpdBgDYqvp9NBK1,,,,,34.16830444,-118.3730011,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,92e06c5f-cec2-4735-a2d1-31c41ac6a0b8,155
3/25/18 12:40,3/25/18 12:44,IP Address,71.47.227.74,100,255,TRUE,3/25/18 12:44,R_XXITwvzn15fxpJf,,,,,28.14900208,-80.65280151,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,int,measles,ff2f7689-ef6a-4907-8fd1-ca9d4336da3c,119
3/25/18 12:40,3/25/18 12:44,IP Address,71.201.173.187,100,270,TRUE,3/25/18 12:44,R_2X6iYXszVh6bmOe,,,,,40.47340393,-88.99150085,anonymous,EN,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,a57aa725-e0a1-470b-87e6-143882fa37f2,68
3/25/18 12:43,3/25/18 12:45,IP Address,97.84.105.130,100,97,TRUE,3/25/18 12:45,R_Tw0uIlhF5sja50J,,,,,35.96780396,-118.919899,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,int,measles,3243ac95-cde1-4939-b35e-6e20d228c7e3,134
3/25/18 12:43,3/25/18 12:45,IP Address,24.60.90.10,100,84,TRUE,3/25/18 12:45,R_D05mJHC7Kgmonqp,,,,,41.73049927,-71.11450195,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,story,measles,3c88eae5-6cef-47dd-af0e-9500730a3a0f,149
3/25/18 12:43,3/25/18 12:45,IP Address,66.252.214.171,100,89,TRUE,3/25/18 12:45,R_1IiWkSONeFTczm8,,,,,34.20069885,-102.7438965,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,1979803f-905f-459a-a522-e00f43f61bc7,152
3/25/18 12:43,3/25/18 12:45,IP Address,49.172.127.219,100,101,TRUE,3/25/18 12:45,R_RCbZzMRtPfDMYcV,,,,,37.59849548,126.978302,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,52a9e25f-fdc7-4ba0-9f0a-cb136595bcd1,74
3/25/18 12:35,3/25/18 12:45,IP Address,24.216.114.235,100,617,TRUE,3/25/18 12:45,R_3HThSYRUwe6z8CS,,,,,38.50320435,-89.14969635,anonymous,EN,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,daf54322-e256-45b4-8254-e603b338ab38,81
3/25/18 12:44,3/25/18 12:46,IP Address,74.250.171.96,100,120,TRUE,3/25/18 12:46,R_Q4BkWuSomLdn0f7,,,,,35.39019775,-82.37249756,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,none,measles,12a56ba1-dcdf-498f-aaac-3f37a58e86ac,120
3/25/18 12:44,3/25/18 12:46,IP Address,24.29.205.112,100,110,TRUE,3/25/18 12:46,R_2aV5SuWm015J6Ie,,,,,41.23880005,-81.83149719,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,none,measles,e1d905e7-06c1-4c14-a2dc-c7d20aabdf4a,151
3/25/18 12:42,3/25/18 12:46,IP Address,142.129.109.174,100,249,TRUE,3/25/18 12:46,R_2YnsCiRNjqvtGAK,,,,,34.07640076,-118.2626038,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,story,gun-deaths,b35bec71-3574-4b13-96f3-a55b51cf4821,141
3/25/18 12:42,3/25/18 12:46,IP Address,24.15.225.220,100,229,TRUE,3/25/18 12:46,R_1I4bVfMK33dfMPD,,,,,42.26669312,-88.05079651,anonymous,EN,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,ebc954a0-1d73-4e77-b137-36a21732bde6,65
3/25/18 12:44,3/25/18 12:46,IP Address,65.175.155.181,100,174,TRUE,3/25/18 12:46,R_30cNCCtLXt96TMh,,,,,43.5644989,-71.48200226,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,int,gun-deaths,f334fa54-f292-421a-bcd4-35239a649bff,111
3/25/18 12:44,3/25/18 12:47,IP Address,174.126.58.124,100,153,TRUE,3/25/18 12:47,R_1LYHixwIJccy6Oj,,,,,43.60560608,-116.5415039,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,475e4105-a4e5-47f7-920e-003cdc640285,139
3/25/18 12:44,3/25/18 12:47,IP Address,174.99.41.131,100,197,TRUE,3/25/18 12:47,R_CjJio7htz7cAaxX,,,,,35.94999695,-78.96160126,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,all,gun-deaths,eb0cfc31-a4ee-43ac-be47-3b2d4ba9d8c4,125
3/25/18 12:45,3/25/18 12:48,IP Address,172.58.233.248,100,121,TRUE,3/25/18 12:48,R_1IMzWDAWv8ZCJsB,,,,,40.72210693,-74.20120239,anonymous,EN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,360b9c49-b82f-482a-af08-b5adf6aabe09,160
3/25/18 12:47,3/25/18 12:48,IP Address,117.221.144.55,100,26,TRUE,3/25/18 12:48,R_124hkOeaj5ioDn0,,,,,10.51669312,76.21670532,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,none,gun-deaths,c659bd24-ad57-491f-843e-8194e1201f30,175
3/25/18 12:44,3/25/18 12:48,IP Address,23.242.45.105,100,243,TRUE,3/25/18 12:48,R_2axdjvMmXNCBgpl,,,,,33.8302002,-117.8504944,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,story,measles,9a3efab7-5fa2-4d8a-8749-dbb86b8a6c99,61
3/25/18 12:36,3/25/18 12:48,IP Address,173.185.23.42,100,751,TRUE,3/25/18 12:48,R_vH0kqNph63xBJcZ,,,,,29.55569458,-95.63349915,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,b2d9757d-04dd-4d03-8f4d-3722da9de093,91
3/25/18 12:45,3/25/18 12:49,IP Address,76.168.72.51,100,200,TRUE,3/25/18 12:49,R_1MK7UKFoxGPB5QZ,,,,,33.97349548,-118.2452011,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,story,measles,809ae8f6-84c0-41d8-bbf0-58a49a4da96e,102
3/25/18 12:47,3/25/18 12:49,IP Address,24.102.64.63,100,117,TRUE,3/25/18 12:49,R_1E50n5FDDagtZ3y,,,,,40.77920532,-73.90699768,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,int,measles,e7152396-c143-4ecf-9ee3-2a60bbb59490,150
3/25/18 12:45,3/25/18 12:49,IP Address,71.67.137.98,100,210,TRUE,3/25/18 12:49,R_0UtYpGD8fWKjuSd,,,,,39.46110535,-83.81719971,anonymous,EN,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,7e4b4677-1634-4fc1-897c-ede8cb2841ca,145
3/25/18 12:46,3/25/18 12:49,IP Address,73.67.92.34,100,169,TRUE,3/25/18 12:49,R_3VtuWJHz5if7Ja9,,,,,28.92349243,-81.91850281,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,int,measles,ebb108fb-fa1c-4fba-9cdf-ec54983aabe9,166
3/25/18 12:48,3/25/18 12:49,IP Address,173.76.126.163,100,103,TRUE,3/25/18 12:49,R_SGIDA3yikokY9IR,,,,,42.72459412,-70.97899628,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,e45b98c3-5bbe-48aa-a214-d3f510490275,169
3/25/18 12:43,3/25/18 12:49,IP Address,96.61.99.157,100,406,TRUE,3/25/18 12:49,R_UH0lyegLDuolkMp,,,,,37.5052948,-80.22229767,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,00c52d37-09fb-43b8-8c82-b2667f2c5141,90
3/25/18 12:48,3/25/18 12:49,IP Address,65.112.8.12,100,70,TRUE,3/25/18 12:49,R_2VsxKMJNRoifB8K,,,,,42.38000488,-71.13289642,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,int,measles,0c0a3965-722b-4155-a079-352db8db6d8b,176
3/25/18 12:48,3/25/18 12:50,IP Address,24.20.0.193,100,138,TRUE,3/25/18 12:50,R_1Ittt7vsSyi6VAs,,,,,44.04859924,-123.219696,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,96bcaf63-9c7c-4194-a488-4b6920c83715,170
3/25/18 12:49,3/25/18 12:50,IP Address,216.226.93.39,100,66,TRUE,3/25/18 12:50,R_O7npGzbpvLnieJ3,,,,,43.66279602,-90.85050201,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,int,gun-deaths,a7621b75-e115-4acd-84ec-433d2f95661d,127
3/25/18 12:49,3/25/18 12:50,IP Address,40.136.243.190,100,95,TRUE,3/25/18 12:50,R_4IcDqYE13kUWZ45,,,,,35.51530457,-79.20069885,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,61e2b065-e9a0-4122-8b6b-3938adea4fa2,179
3/25/18 12:48,3/25/18 12:50,IP Address,173.216.96.224,100,104,TRUE,3/25/18 12:50,R_322C86oeWn47vBg,,,,,35.7881012,-91.64579773,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,80735bfc-eff1-4ddc-9a97-a12255df6fe0,181
3/25/18 12:45,3/25/18 12:51,IP Address,72.79.145.92,100,342,TRUE,3/25/18 12:51,R_2VHD0vr0Tbpomf0,,,,,41.2808075,-75.89620209,anonymous,EN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,3cec585b-edef-43af-b8ff-161c86dab3f8,144
3/25/18 12:49,3/25/18 12:51,IP Address,73.103.12.143,100,125,TRUE,3/25/18 12:51,R_2UftJ91TVLyamLI,,,,,40.43989563,-86.87529755,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,none,gun-deaths,f3901558-f77a-4a1e-b8a3-0023db578b67,143
3/25/18 12:51,3/25/18 12:51,IP Address,174.125.193.3,100,51,TRUE,3/25/18 12:51,R_1gkDP4VyaqH2fAB,,,,,33.64639282,-86.56960297,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,none,measles,acb8bbff-a3ab-416c-9344-024761a4a270,193
3/25/18 12:50,3/25/18 12:52,IP Address,50.245.130.75,100,138,TRUE,3/25/18 12:52,R_263yewXIYEAdKt0,,,,,47.56019592,-122.2281036,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,none,gun-deaths,1b448d67-cc3e-48b5-bf03-334c3a4577a6,185
3/25/18 12:51,3/25/18 12:52,IP Address,76.204.68.206,100,65,TRUE,3/25/18 12:52,R_3MfmNhgepFuaVR2,,,,,43.17759705,-83.7071991,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,156b0cab-a533-452b-8742-c9d3dd764009,194
3/25/18 12:50,3/25/18 12:52,IP Address,117.221.144.55,100,130,TRUE,3/25/18 12:52,R_2q9nPuqexQUUqFH,,,,,10.51669312,76.21670532,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,story,gun-deaths,10569300-e844-406d-9f03-7a12a152296c,183
3/25/18 12:51,3/25/18 12:53,IP Address,72.193.214.50,100,123,TRUE,3/25/18 12:53,R_2SHO7bmUape6E8M,,,,,36.03120422,-115.0738983,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,all,gun-deaths,8329b7ec-aad7-4076-b79d-f1e418868179,140
3/25/18 12:51,3/25/18 12:54,IP Address,69.124.168.134,100,138,TRUE,3/25/18 12:54,R_26g5iiJfCfG105Y,,,,,41.20939636,-73.44090271,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,ed6e13b8-e967-4f4c-b1c9-b8166f0319e2,171
3/25/18 12:47,3/25/18 12:54,IP Address,24.8.42.246,100,430,TRUE,3/25/18 12:54,R_1jEe1dCDjWNcZxc,,,,,38.91419983,-104.7749023,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,int,gun-deaths,e6a170c7-afa4-49c4-b9c5-c5fe9a1972c6,158
